name,administrative_unit,last_update,county,status_notes,location,date_started
Oak Fire ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"September 15, 2015 7:15 pmåÊ",Tuolumne CountyåÊ,åÊ,"off Old Oak Ranch Rd & Big Hill Rd in the Cedar Ridge area, northeast of Sonora åÊ","September 8, 2015 1:23 pmåÊ"
Tenaya FireåÊ,USFS - Yosemite National ParkåÊ,"September 11, 2015 11:00 amåÊ",Mariposa CountyåÊ,415 acres - 100% contained***This is not a CAL FIRE incident. Click the link for more information from Yosemite NP.åÊ,"orth rim of Yosemite Valley, east of Yosemite FallsåÊ","September 7, 2015 9:23 pmåÊ"
Apple Fire ,CAL FIRE Amador-El Dorado UnitåÊ,"September 3, 2015 2:30 pmåÊ",Sacramento CountyåÊ,åÊ,Off Apple Rd in WiltonåÊ,"September 3, 2015 12:12 pmåÊ"
Elk Fire ,CAL FIRE Sonoma-Lake-Napa Unit / Mendocino National ForeståÊ,"September 8, 2015 7:28 pmåÊ",Lake CountyåÊ,åÊ,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper LakeåÊ","September 2, 2015 2:57 pmåÊ"
Olive Fire ,CAL FIRE Butte UnitåÊ,"September 3, 2015 7:35 pmåÊ",Butte CountyåÊ,åÊ,"Off of Olive Tree Lane, south of Oroville åÊ","September 2, 2015 1:18 pmåÊ"
Kramer Fire åÊ,CAL FIRE Lassen-Modoc UnitåÊ,"August 30, 2015 8:00 amåÊ",Lassen CountyåÊ,30 acres - 100% containedåÊ,"off of Kramer Road and 4 Corners Road, west of Beiber åÊ","August 29, 2015 4:06 pmåÊ"
Democrat Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"August 29, 2015 6:45 pmåÊ",Trinity CountyåÊ,åÊ,"Democrat Gulch, west of Weaverville åÊ","August 25, 2015 2:08 pmåÊ"
Grade FireåÊ,CAL FIRE Sonoma Lake NapaåÊ,"August 25, 2015 6:30 pmåÊ",Lake CountyåÊ,22 acres - 100% contained åÊ,"Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of MiddletownåÊ","August 24, 2015 12:12 pmåÊ"
Summit FireåÊ,USFS - San Bernardino National ForeståÊ,"September 11, 2015 3:00 pmåÊ",San Bernardino CountyåÊ,55 acres - 100% contained ***This is not a CAL FIRE incident. Click the link for more information from San Bernardino NF.åÊ,"at Knickerbocker Road and Pine Knot, south of Big Bear LakeåÊ","August 23, 2015 12:25 pmåÊ"
Peterson Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 27, 2015 3:15 pmåÊ",Lake CountyåÊ,åÊ,"off Peterson Lane and Adobe Creek Road, near KelseyvilleåÊ","August 22, 2015 5:30 pmåÊ"
Prairie FireåÊ,Klamath National ForeståÊ,"August 22, 2015 6:00 pmåÊ",Siskiyou CountyåÊ,69 acres - 100% contained*** This is not a CAL FIRE incident. Click the link for more information from the US Forest Service.åÊ,LaHonda Well area northeast of the community of TennantåÊ,"August 20, 2015 4:00 pmåÊ"
Flat Fire åÊ,Kern County Fire Department åÊ,"August 21, 2015 6:45 pmåÊ",Kern CountyåÊ,167 acres - 100% containedåÊ,"outheast of Woody, south of Poso Flat Road & Burke CreekåÊ","August 20, 2015 3:57 pmåÊ"
Tesla Fire ,CAL FIRE Santa Clara UnitåÊ,"August 22, 2015 6:30 pmåÊ",Alameda CountyåÊ,åÊ,"off Tesla Rd near Correl Hollow, between Livermore and TracyåÊ","August 19, 2015 2:45 pmåÊ"
Horse Fire ,CAL FIRE Humboldt-Del Norte UnitåÊ,"August 29, 2015 7:00 amåÊ",Humboldt CountyåÊ,åÊ,"Saddle Mountain Road, 6 miles NE Shelter CoveåÊ","August 18, 2015 6:30 pmåÊ"
Cuesta Fire ,CAL FIRE San Luis Obispo Unit/ Los Padres National Forest åÊ,"August 28, 2015 6:15 pmåÊ",San Luis Obispo CountyåÊ,8/26åÊ,"Off Highway 101 in the Cuesta Grade, north of San Luis ObispoåÊ","August 16, 2015 6:13 pmåÊ"
Warm FireåÊ,Angeles National ForeståÊ,"August 16, 2015 8:00 pmåÊ",Los Angeles CountyåÊ,300 acres - 100% contained This is not a CAL FIRE incident. For more information visit the link above for the US Forest Service websiteåÊ,Lake Hughes Rd at Warm Springs Rehab CenteråÊ,"August 16, 2015 3:30 pmåÊ"
Lincoln FireåÊ,Los Angeles County Fire Department /  Montebello Fire DepartmentåÊ,"August 20, 2015 8:10 amåÊ",Los Angeles CountyåÊ,374 acres - 100% contained**This is not a CAL FIRE incident.  Click the link for information from LA County Fire DepartmentåÊ,"off Lincoln Ave, in the Whittier Narrows Park, City of MontebelloåÊ","August 16, 2015 1:30 pmåÊ"
Tulloch FireåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"August 16, 2015 7:20 pmåÊ",Tuolumne CountyåÊ,112 acres - 100% containedåÊ,"outh of Hwy 108 & Tulloch Rd, south of Lake TullochåÊ","August 15, 2015 4:11 pmåÊ"
Walker FireåÊ,Inyo National ForeståÊ,"August 23, 2015 5:45 pmåÊ",Mono CountyåÊ,"3,676 acres - 100% contained *** This is not a CAL FIRE incident. Click the link for more information from the US Forest Service.åÊ",orth of Walker Lake & north of June Lake LoopåÊ,"August 14, 2015 9:31 pmåÊ"
Rustic FireåÊ,Ventura County Fire DepartmentåÊ,"August 16, 2015 12:00 pmåÊ",Ventura CountyåÊ,186 acres - 100% contained**This was not a CAL FIRE incident. Click the link above for more info.åÊ,Rustic Hills Drive in the Wood Ranch area Simi ValleyåÊ,"August 14, 2015 3:22 pmåÊ"
Mark Fire ,CAL FIRE Tuolumne Calaveras UnitåÊ,"August 18, 2015 7:15 amåÊ",Calaveras CountyåÊ,åÊ,Marks Ranch Rd south of Angels CampåÊ,"August 13, 2015 4:15 pmåÊ"
Horno FireåÊ,Camp Pendleton Military BaseåÊ,"August 18, 2015 7:00 pmåÊ",San Diego CountyåÊ,"1,850 - 100% contained *** This was not a CAL FIRE incident. Click the link above for information from Camp Pendleton. ***åÊ",Camp PendletonåÊ,"August 13, 2015 1:03 pmåÊ"
Anza FireåÊ,CAL FIRE/Riverside County FireåÊ,"August 15, 2015 5:30 pmåÊ",Riverside CountyåÊ,543 acres - 100% containedåÊ,Highway 74 east of Highway 371åÊ,"August 10, 2015 11:44 amåÊ"
Jerusalem Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 25, 2015 6:45 amåÊ",Lake & Napa countiesåÊ,8/24åÊ,"Jerusalem Valley area, northeast of MiddletownåÊ","August 9, 2015 3:34 pmåÊ"
De Luz FireåÊ,CAL FIRE San Diego UnitåÊ,"August 10, 2015 3:05 pmåÊ",San Diego CountyåÊ,55 acres and 100% containedåÊ,De Luz Rd and De Luz Murrieta RdåÊ,"August 9, 2015 8:22 amåÊ"
36 Fire ,CAL FIRE Tehama-Glenn UnitåÊ,"August 9, 2015 8:30 pmåÊ",Tehama CountyåÊ,åÊ,off Highwat 36 near Paynes CreekåÊ,"August 8, 2015 2:55 pmåÊ"
Francis FireåÊ,CAL FIRE Nevada-Yuba-Placer UnitåÊ,"August 5, 2015 7:30 amåÊ",Yuba CountyåÊ,30 acres - 100% containedåÊ,Colgate Powerhouse south of DobbinsåÊ,"August 3, 2015 6:07 pmåÊ"
Point Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"August 4, 2015 8:15 amåÊ",Shasta CountyåÊ,åÊ,"Gas Point and Happy Valley Rd, west of CottonwoodåÊ","August 3, 2015 2:28 pmåÊ"
Dodge FireåÊ,Bureau of Land ManagementåÊ,"August 4, 2015 10:37 amåÊ",Lassen CountyåÊ,"10,570 acres - 100% contained*** This was not a CAL FIRE incident. Click the link for more information from the Bureau of Land Management.åÊ",17 miles northeast of RavendaleåÊ,"August 3, 2015 2:15 pmåÊ"
Chorro FireåÊ,USFS - Los Padres National ForeståÊ,"August 12, 2015 8:00 amåÊ",Ventura CountyåÊ,282 acres - 100% contained *** This was not a CAL FIRE incident. Click the link above for more information from the Los Padres National Forest.** åÊ,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai åÊ","August 2, 2015 1:15 pmåÊ"
Fern Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"August 4, 2015 6:00 pmåÊ",Shasta CountyåÊ,åÊ,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak RunåÊ","August 2, 2015 3:00 amåÊ"
Nickowitz FireåÊ,USFS - Six Rivers National ForeståÊ,"November 9, 2015 12:00 pmåÊ",Del Norte CountyåÊ,"7,509 acres - 100% contained **This is not a CAL FIRE incident. Click the link above for more information from the USFS.*åÊ",ear OrleansåÊ,"August 1, 2015 11:23 pmåÊ"
White FireåÊ,Santa Barbara County FireåÊ,"December 31, 1969 4:00 pmåÊ",Santa Barbara CountyåÊ,52 acres - 100% containedåÊ,"off White Oak Ln, east of Santa MariaåÊ","August 1, 2015 2:32 pmåÊ"
Scales FireåÊ,San Bernardino National FoerståÊ,"August 5, 2015 9:00 amåÊ",San Bernardino CountyåÊ,65 acres - 100% contained***This was not a CAL FIRE incident. Click the link above for more information from the San Bernardino National Forest.***åÊ,"Cajon Pass, I-15 and Highway 138åÊ","August 1, 2015 1:04 pmåÊ"
Creek FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"August 1, 2015 7:00 pmåÊ",Merced CountyåÊ,"1,450 acres - 100% contained.åÊ","off Hwy 152 & San Luis Creek, west of Santa Nella åÊ","July 31, 2015 9:37 pmåÊ"
Gasquet ComplexåÊ,USFS - Six Rivers National ForeståÊ,"August 4, 2015 9:00 amåÊ",Del Norte CountyåÊ,"30,361 acres - 100% contained ***This is not a CAL FIRE incident.  Check the link above for more information from the US Forest Service.***åÊ",Gasquet areaåÊ,"July 31, 2015 9:00 pmåÊ"
Rough Fire åÊ,Sierra National Forest åÊ,"November 9, 2015 12:00 pmåÊ",Fresno County åÊ,"151,623 Acres - 100% contained *** Not a CAL FIRE incident. Click the link for information from the US Forest ServiceåÊ",5 miles North of Hume Lake and 2.5 miles to the southwest of Spanish Mountain 5åÊ,"July 31, 2015 7:00 pmåÊ"
River ComplexåÊ,USFS - Shasta-Trinity National ForeståÊ,"July 31, 2015 8:25 pmåÊ",Trinity CountyåÊ,"77,081 acres - 100% contained  ***This is not a CAL FIRE incident. Click the link above for more information from the Shasta-Trinity National Forest.***åÊ","Near the communities of Dailey Ranch, Hoboken, Denny and Trinity Village.åÊ","July 30, 2015 10:30 pmåÊ"
Fork ComplexåÊ,USFS - Shasta-Trinity National ForeståÊ,"August 24, 2015 10:00 amåÊ",Trinity CountyåÊ,"36,503 acres - 100% contained ***This is not a CAL FIRE incident.  Click the link above for more info.***åÊ","Near the communities of Hayfork, Hyampom, and Harrison Gulch,åÊ","July 30, 2015 9:30 pmåÊ"
Frog FireåÊ,USFS Modoc National ForeståÊ,"July 31, 2015 8:00 pmåÊ",Modoc CountyåÊ,"4,863 acres - 100% contained*** This was not a CAL FIRE incident. Click the link above for more information from the Modoc National Forest.**åÊ",SW of Lava CampgroundåÊ,"July 30, 2015 5:45 pmåÊ"
Humboldt Lightning Fires ,CAL FIRE Humboldt - Del Norte UnitåÊ,"August 19, 2015 7:15 pmåÊ",Humboldt CountyåÊ,8/19/15åÊ,"Alder Point-Blocksburg, Southeastern Humboldt CountyåÊ","July 30, 2015 4:02 pmåÊ"
South ComplexåÊ,USFS - Shasta - Trinity National ForeståÊ,"August 3, 2015 2:00 pmåÊ",Trinity CountyåÊ,"29,416 acres - 100% contained *** This is not a CAL FIRE incident. Click the link above for more information from the Shasta - Trinity National Forest.** åÊ",Hyampom areaåÊ,"July 30, 2015 4:00 pmåÊ"
Mad River ComplexåÊ,USFS - Six Rivers National ForeståÊ,"August 1, 2015 3:25 pmåÊ",Trinity CountyåÊ,***This is not a CAL FIRE incident.  Check the link above for more information from the US Forest Service.***åÊ,Near Ruth Lake areaåÊ,"July 30, 2015 4:00 pmåÊ"
Mendocino National Forest Lightning ComplexåÊ,USFS - Mendocino National ForeståÊ,"August 7, 2015 9:00 pmåÊ",Mendocino CountyåÊ,227 acres - 100% contained ***This was not a CAL FIRE incident.  Check the link above for more information from the US Forest Service.***åÊ,throughout Mendocino National ForeståÊ,"July 30, 2015 2:00 pmåÊ"
Mendocino Lightning FiresåÊ,CAL FIRE Mendocino UnitåÊ,"August 3, 2015 8:55 amåÊ",Mendocino CountyåÊ,6 fires totaling 50 acres - 100% containedåÊ,Community of Willits and BrooktrailsåÊ,"July 30, 2015 1:36 pmåÊ"
Sprig FireåÊ,CAL FIRE Shasta-Trinity UnitåÊ,"July 31, 2015 6:30 pmåÊ",Shasta CountyåÊ,90 acres - 100% containedåÊ,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of ReddingåÊ","July 30, 2015 12:57 pmåÊ"
Advance Fire ,CAL FIRE Tulare UnitåÊ,"August 5, 2015 5:45 pmåÊ",Tulare CountyåÊ,åÊ,5 miles north of the community of Three Rivers near AdvanceåÊ,"July 30, 2015 12:40 pmåÊ"
Vasco FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 30, 2015 4:00 pmåÊ",Contra Costa CountyåÊ,195 acres - 100% containedåÊ,"Vasco Rd,  3 miles southwest of ByronåÊ","July 30, 2015 11:18 amåÊ"
China Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"August 1, 2015 7:00 pmåÊ",Shasta CountyåÊ,åÊ,"China Gulch, Happy Valley, Southwest of ReddingåÊ","July 29, 2015 5:55 pmåÊ"
Mallard Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"July 31, 2015 6:40 pmåÊ",Shasta CountyåÊ,åÊ,off Mallard Way in Millville åÊ,"July 29, 2015 4:30 pmåÊ"
Big Creek Fire ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"August 4, 2015 6:00 pmåÊ",Tuolumne CountyåÊ,åÊ,off Hwy120 and Sprague Rd near Groveland åÊ,"July 29, 2015 4:30 pmåÊ"
Rocky Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 14, 2015 6:15 pmåÊ",Lake CountyåÊ,"August 13, 2015åÊ","ear Morgan Valley Road and Rocky Creek Road, east of Clear LakeåÊ","July 29, 2015 3:29 pmåÊ"
Swedes Fire ,CAL FIRE Butte UnitåÊ,"August 3, 2015 5:00 pmåÊ",Butte CountyåÊ,åÊ,"Swedes Flat Road, 3 miles north of BangoråÊ","July 29, 2015 11:25 amåÊ"
Buck FireåÊ,CAL FIRE Humboldt-Del Norte UnitåÊ,"July 31, 2015 7:00 pmåÊ",Humboldt CountyåÊ,16 acres - 100% containedåÊ,off Alderpoint Road & Wallan Road near Garberville åÊ,"July 28, 2015 5:19 pmåÊ"
Sullivan FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 28, 2015 3:00 pmåÊ",Stanislaus CountyåÊ,40 acres - 100% containedåÊ,"Sullivan Rd and Orestimba Rd, 10 miles West of NewmanåÊ","July 28, 2015 12:10 pmåÊ"
Lowell Fire ,CAL FIRE Nevada-Yuba-Placer UnitåÊ,"August 12, 2015 7:15 pmåÊ",Nevada CountyåÊ,åÊ,In the Steep Hollow drainage west of AltaåÊ,"July 25, 2015 2:37 pmåÊ"
Willow FireåÊ,US Forest Service - Sierra National Forest åÊ,"August 13, 2015 10:30 amåÊ",Madera CountyåÊ,"5,702 acres - 100% contained*** CAL FIRE is no longer in Unified Command. Click the link above for information from the Sierra National Forest. ***åÊ","off of Willow Canyon Drive and Road 274, southeast of Bass LakeåÊ","July 25, 2015 2:30 pmåÊ"
Queen Fire ,CAL FIRE Humboldt-Del Norte UnitåÊ,"August 1, 2015 9:45 pmåÊ",Humboldt CountyåÊ,åÊ,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of PecwanåÊ","July 24, 2015 11:00 pmåÊ"
Cutca FireåÊ,USFS - Cleveland National ForeståÊ,"July 26, 2015 6:45 amåÊ",San Diego CountyåÊ,167 acres - 100% contained *** This was not a CAL FIRE incident. Click the link above for information from the Cleveland National Forest. ***åÊ,"On Palomar Mountain, north of the Palomar ObservatoryåÊ","July 24, 2015 4:18 pmåÊ"
Park FireåÊ,CAL FIRE San Diego UnitåÊ,"July 25, 2015 4:05 pmåÊ",San Diego CountyåÊ,25 acres - 100% containedåÊ,"Off of Lake Morena Drive near Lake Morena Park, north of CampoåÊ","July 24, 2015 12:43 pmåÊ"
3-12 FireåÊ,CAL FIRE Lassen-Modoc UnitåÊ,"July 25, 2015 10:00 pmåÊ",Modoc CountyåÊ,77 acres - 100% containedåÊ,"in Dixie Valley, southwest of BieberåÊ","July 23, 2015 5:30 pmåÊ"
3-11 FireåÊ,CAL FIRE Lassen-Modoc UnitåÊ,"July 26, 2015 10:10 amåÊ",Modoc CountyåÊ,116 acres - 100% containedåÊ,"on Splawn Mountain, northeast of BieberåÊ","July 23, 2015 4:40 pmåÊ"
Kyburz FireåÊ,USFS - El Dorado National Forest åÊ,"July 29, 2015 2:15 pmåÊ",El Dorado County åÊ,"75 acres - 100% contained
",off Hwy 50 at White Hall Canyon Dr in KyburzåÊ,"July 23, 2015 2:00 pmåÊ"
Baxter FireåÊ,CAL FIRE Nevada Yuba Placer UnitåÊ,"July 22, 2015 7:50 pmåÊ",Placer CountyåÊ,26 acres - 100% containedåÊ,"Baxter Grade Rd, 3 miles West of AuburnåÊ","July 22, 2015 6:17 pmåÊ"
Wragg Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 5, 2015 5:30 pmåÊ",åÊ,åÊ,"Off of Hwy 128 near Greaves Rd, Lake BerryessaåÊ","July 22, 2015 2:24 pmåÊ"
Dorris Fire ,CAL FIRE Siskiyou UnitåÊ,"July 22, 2015 5:00 pmåÊ",Siskiyou CountyåÊ,åÊ,"Off Hwy 161 & Hwy 97, northeast of DorrisåÊ","July 21, 2015 5:00 pmåÊ"
Triple Fire ,CAL FIRE Tulare UnitåÊ,"July 26, 2015 10:30 amåÊ",Tulare CountyåÊ,åÊ,"Globe Dr and Mountain Rd, SpringvilleåÊ","July 21, 2015 12:35 pmåÊ"
Betabel FireåÊ,CAL FIRE San Benito-Monterey UnitåÊ,"July 20, 2015 3:30 pmåÊ",San Benito CountyåÊ,25 acres - 100% containedåÊ,"off Hwy 101 between Anzar Rd & Hwy 156, in AromasåÊ","July 20, 2015 1:23 pmåÊ"
Cabin FireåÊ,USFS - Sequoia National ForeståÊ,"September 5, 2015 6:00 pmåÊ",Tulare CountyåÊ,"6,980 acres - 100% contained*** This was not a CAL FIRE incident. Click the link above for information from the Sequoia National Forest. *** åÊ","Golden Trout Wilderness, Sequoia National ForeståÊ","July 19, 2015 8:00 amåÊ"
McCabe Fire ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"July 21, 2015 7:15 amåÊ",Merced CountyåÊ,åÊ,"off McCabe Rd and I-5, north of San Luis ReservoiråÊ","July 18, 2015 10:27 pmåÊ"
Kerkhoff FireåÊ,CAL FIRE Fresno Unit/Fresno County FireåÊ,"July 22, 2015 10:00 amåÊ",Fresno CountyåÊ,60 acres - 100% containment åÊ,"off Powerhouse Rd, near Kercknoff Lake, north of the community of AuberryåÊ","July 18, 2015 4:31 pmåÊ"
Pines Fire åÊ,USFS - Angeles National Forest åÊ,"August 4, 2015 8:15 amåÊ",Los Angeles CountyåÊ,200 acres - 100% contianed*** This wasnot a CAL FIRE incident. For more information use the link above. åÊ,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big PinesåÊ,"July 17, 2015 9:30 pmåÊ"
North Fire ,CAL FIRE San Bernardino Unit/ San Bernardino National Forest / San Bernardino County Fire åÊ,"July 21, 2015 7:00 amåÊ",San Bernardino County åÊ,åÊ,"off Interstate 15, south of Oaks Hills, in the Cajon Pass areaåÊ","July 17, 2015 2:33 pmåÊ"
Adventure Fire ,CAL FIRE Amador-El Dorado UnitåÊ,"July 17, 2015 9:00 pmåÊ",El Dorado UnitåÊ,åÊ,"off Hwy 49, north of Marshall grade, Coloma, north of Placerville  åÊ","July 16, 2015 2:05 pmåÊ"
Lake FireåÊ,CAL FIRE San Diego UnitåÊ,"July 17, 2015 3:15 pmåÊ",San Diego CountyåÊ,25 acres - 100% contained åÊ,"off Highway 76, near Moretti Junction, near Lake HenshawåÊ","July 16, 2015 11:30 amåÊ"
Cooley FireåÊ,CAL FIRE Siskiyou Unit åÊ,"July 14, 2015 8:30 amåÊ",Siskiyou CountyåÊ,181 acres - 100% containedåÊ,5 miles North of the community of Montague on Cooley RdåÊ,"July 13, 2015 5:56 pmåÊ"
241 FireåÊ,Orange County Fire AuthorityåÊ,"July 15, 2015 6:45 pmåÊ",Orange CountyåÊ,214 acres - 100% containedåÊ,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)åÊ","July 13, 2015 10:47 amåÊ"
Mill 2 Fire ,CAL FIRE San Bernardino Unit/San Bernardino National Forest åÊ,"July 21, 2015 7:20 amåÊ",San Bernardino CountyåÊ,åÊ,"Mill Creek Rd and Bryant St, east of MentoneåÊ","July 12, 2015 2:46 pmåÊ"
Spider Fire ,CAL FIRE Riverside County FireåÊ,"July 12, 2015 7:48 pmåÊ",Riverside CountyåÊ,åÊ,"San Timoteo Canyon Rd and Redlands Blvd, northeast of Moreno ValleyåÊ","July 12, 2015 1:52 pmåÊ"
Ascot Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"July 10, 2015 5:00 pmåÊ",Solano CountyåÊ,åÊ,Lake Herman Rd and Sky Valley RdåÊ,"July 10, 2015 1:36 pmåÊ"
Deer Fire ,CAL FIRE San Luis Obispo UnitåÊ,"July 15, 2015 7:00 amåÊ",San Luis Obispo CountyåÊ,åÊ,outhwest of Lake Nacimiento åÊ,"July 10, 2015 12:41 pmåÊ"
Mason Fire åÊ,USFS - Modoc National Forest åÊ,"July 13, 2015 11:00 amåÊ",Modoc CountyåÊ,43 acres - 100% contained*** This was not a CAL FIRE incident. Please click the link above for more information on this fire. åÊ,Near Clear Lake and Mason ReservoiråÊ,"July 9, 2015 3:00 pmåÊ"
Keswick Fire ,CAL FIRE Shasta-Trinity UnitåÊ,"July 8, 2015 4:30 pmåÊ",Shasta CountyåÊ,åÊ,"Middle Creek Road, north of Hwy 299åÊ","July 7, 2015 12:34 pmåÊ"
Sky Fire ,CAL FIRE Sonoma-Lake-NapaåÊ,"July 8, 2015 8:45 pmåÊ",Solano CountyåÊ,åÊ,"Mix Canyon Rd & Sky Ranch Road, northwest of VacavilleåÊ","July 6, 2015 10:47 amåÊ"
Black FireåÊ,CAL FIRE Tehama-Glenn UnitåÊ,"July 4, 2015 8:15 pmåÊ",Tehama CountyåÊ,170 acres - 100% containedåÊ,"off Black Butte Rd, near Black Butte LakeåÊ","July 4, 2015 4:33 pmåÊ"
Soda FireåÊ,CAL FIRE Mendocino UnitåÊ,"July 5, 2015 9:00 amåÊ",Mendocino CountyåÊ,23 acres - 100% containedåÊ,"off Hwy 253, 4 miles northeast of Boonville (Mendocino County).åÊ","July 4, 2015 3:30 pmåÊ"
Ranch FireåÊ,CAL FIRE Amador El-Dorado UnitåÊ,"July 5, 2015 11:30 amåÊ",El Dorado CountyåÊ,35 acres - 100% containedåÊ,"off French Creek Rd, south of Shingle SpringsåÊ","July 3, 2015 9:28 amåÊ"
Buckaroo FireåÊ,CAL FIRE Amador El Dorado UnitåÊ,"July 5, 2015 11:30 amåÊ",El Dorado CountyåÊ,25 acres - 100% containedåÊ,off Bucks Bar Cir & Buckaroo Trail near SomersetåÊ,"July 2, 2015 5:10 pmåÊ"
Geary FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 3, 2015 8:00 pmåÊ",Alameda CountyåÊ,45 acres - 100% containedåÊ,"off Geary Road in the Sunol Wilderness, 10 miles east of FremontåÊ","July 2, 2015 4:40 amåÊ"
Ione Fire ,CAL FIRE Amador El Dorado UnitåÊ,"July 2, 2015 6:36 amåÊ",Amador CountyåÊ,åÊ,"off Ione Rd & Hwy 16, east of Rancho MuriettaåÊ","July 2, 2015 1:58 amåÊ"
